Order ID,Customer ID,SalesPerson,Order Date,Ship Date,Days to Ship,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Sales Amount,Shipping Amount,Ship Mode,Product Container
11301,C767,Richard,3/22/2020,3/22/2020,0,Medium,SKU1046,29,39.98,0.04,1113.04,4,Regular Air,Small Box
9826,C341,John,3/22/2020,3/24/2020,2,Medium,SKU1032,7,17.48,0.01,121.14,1.99,Regular Air,Small Pack
29926,C659,Bob,3/22/2020,3/24/2020,2,Medium,SKU438,9,2.08,0,18.72,1.49,Regular Air,Small Box
12352,C338,Richard,3/23/2020,3/24/2020,1,Medium,SKU379,5,5.81,0.07,27.02,8.49,Regular Air,Small Box
49634,C668,Bob,3/23/2020,3/25/2020,2,Not Specified,SKU348,45,2.88,0.02,127.01,1.49,Regular Air,Small Box
29921,C708,Bob,3/23/2020,3/25/2020,2,Medium,SKU411,33,120.98,0.06,3752.8,9.07,Regular Air,Small Box
39655,C660,Bob,3/23/2020,3/23/2020,0,High,SKU1007,35,7.28,0.03,247.16,3.52,Regular Air,Small Pack
49634,C668,Bob,3/23/2020,3/24/2020,1,Not Specified,SKU270,39,10.89,0.06,399.23,4.5,Regular Air,Small Box
49634,C668,Richard,3/23/2020,3/25/2020,2,Not Specified,SKU1034,3,28.48,0.05,81.17,1.99,Regular Air,Small Pack
3973,C096,John,3/23/2020,3/25/2020,2,Not Specified,SKU093,21,15.68,0.06,309.52,3.73,Regular Air,Small Pack
38853,C245,Bob,3/23/2020,3/27/2020,4,Low,SKU1160,13,65.99,0.04,823.56,2.5,Regular Air,Small Box
7941,C568,John,3/23/2020,3/30/2020,7,Low,SKU943,50,55.29,0.01,2736.86,5.08,Regular Air,Small Box
15616,C130,Richard,3/23/2020,3/24/2020,1,Critical,SKU981,12,30.98,0.01,368.04,6.5,Express Air,Small Box
15616,C130,Bob,3/23/2020,3/25/2020,2,Critical,SKU780,34,4.13,0.09,127.78,1.17,Regular Air,Wrap Bag
44261,C409,John,3/23/2020,3/25/2020,2,High,SKU386,31,420.98,0.01,12919.88,19.99,Express Air,Small Box
44261,C409,Richard,3/23/2020,3/25/2020,2,High,SKU030,34,140.98,0.05,4553.65,36.09,Delivery Truck,Jumbo Box
44261,C409,Bob,3/23/2020,3/24/2020,1,High,SKU1121,1,3502.14,0.05,3327.03,8.73,Delivery Truck,Jumbo Box
44261,C409,Richard,3/23/2020,3/26/2020,3,High,SKU1199,10,35.99,0.07,334.71,5.99,Regular Air,Wrap Bag
5473,C695,John,3/24/2020,3/26/2020,2,Not Specified,SKU464,42,8.74,0.09,334.04,8.29,Regular Air,Small Box
59491,C314,Bob,3/24/2020,3/27/2020,3,High,SKU380,31,387.99,0.04,11546.58,19.99,Regular Air,Small Box
59491,C314,Richard,3/24/2020,3/25/2020,1,High,SKU356,8,3.58,0.09,26.06,5.47,Regular Air,Small Box
59491,C314,Richard,3/24/2020,3/24/2020,0,High,SKU397,6,7.38,0.03,42.95,11.51,Regular Air,Small Box
59491,C314,Bob,3/24/2020,3/26/2020,2,High,SKU092,46,12.22,0.06,528.39,2.85,Regular Air,Small Pack
9794,C686,Richard,3/24/2020,3/25/2020,1,Not Specified,SKU876,25,5.68,0.1,127.8,3.6,Regular Air,Small Pack
46023,C628,Richard,3/24/2020,3/25/2020,1,Not Specified,SKU296,50,21.66,0.07,1007.19,13.99,Regular Air,Medium Box
1764,C321,Bob,3/24/2020,3/27/2020,3,Critical,SKU582,7,8.34,0.1,52.54,4.82,Regular Air,Small Box
16390,C287,Bob,3/24/2020,3/26/2020,2,Medium,SKU879,8,10.98,0.1,79.06,3.37,Regular Air,Small Pack
11045,C277,Richard,3/25/2020,3/26/2020,1,Medium,SKU656,35,19.98,0.04,671.33,5.97,Regular Air,Small Box
24546,C253,Bob,3/26/2020,3/27/2020,1,Critical,SKU879,7,10.98,0.04,73.79,3.37,Regular Air,Small Pack
6950,C231,Bob,3/26/2020,3/28/2020,2,Low,SKU1186,4,55.99,0.08,206.04,3.3,Regular Air,Small Pack
3970,C153,John,3/26/2020,3/28/2020,2,Medium,SKU1034,39,28.48,0.07,1032.97,1.99,Regular Air,Small Pack
3970,C153,John,3/26/2020,3/27/2020,1,Medium,SKU967,13,20.98,0.05,259.1,45,Delivery Truck,Jumbo Drum
41056,C198,Richard,3/26/2020,3/29/2020,3,Critical,SKU987,4,34.98,0.08,128.73,7.53,Regular Air,Small Box
55462,C699,Richard,3/27/2020,3/29/2020,2,Medium,SKU352,13,5.58,0.06,68.19,2.99,Regular Air,Small Box
55462,C699,Richard,3/27/2020,3/28/2020,1,Medium,SKU1000,31,39.98,0.05,1177.41,7.12,Regular Air,Small Box
55462,C699,Richard,3/27/2020,3/28/2020,1,Medium,SKU1225,35,125.99,0.09,4012.78,8.99,Regular Air,Small Box
20995,C375,Bob,3/27/2020,3/28/2020,1,Medium,SKU006,37,150.98,0.01,5530.4,66.27,Delivery Truck,Jumbo Box
35814,C420,John,3/27/2020,3/28/2020,1,High,SKU120,11,29.18,0.08,295.3,8.55,Regular Air,Small Box
18464,C110,Bob,3/28/2020,3/30/2020,2,High,SKU267,27,180.98,0.02,4788.73,55.24,Delivery Truck,Jumbo Drum
18464,C110,John,3/28/2020,3/28/2020,0,High,SKU006,37,150.98,0.01,5530.4,66.27,Delivery Truck,Jumbo Box
18464,C110,Bob,3/28/2020,3/30/2020,2,High,SKU604,31,6.45,0.05,189.95,1.34,Regular Air,Wrap Bag
18464,C110,Richard,3/28/2020,3/30/2020,2,High,SKU851,41,1.89,0.01,76.72,0.76,Regular Air,Wrap Bag
22373,C122,Bob,3/28/2020,3/29/2020,1,High,SKU464,26,8.74,0.05,215.88,8.29,Express Air,Small Box
29280,C092,Richard,3/28/2020,3/29/2020,1,Medium,SKU1030,30,28.38,0.06,800.32,1.99,Regular Air,Small Pack
29280,C092,John,3/28/2020,3/29/2020,1,Medium,SKU774,19,11.66,0,221.54,7.95,Regular Air,Small Pack
36512,C688,Bob,3/28/2020,3/29/2020,1,Not Specified,SKU054,30,355.98,0.04,10252.22,58.92,Delivery Truck,Jumbo Drum
36512,C688,Richard,3/28/2020,3/31/2020,3,Not Specified,SKU202,3,19.99,0.06,56.37,11.17,Regular Air,Large Box
40611,C204,John,3/28/2020,3/30/2020,2,Not Specified,SKU681,12,4.28,0.02,50.33,5.17,Express Air,Small Box
40611,C204,Richard,3/28/2020,3/30/2020,2,Not Specified,SKU1202,43,35.99,0,1547.57,3.3,Regular Air,Small Pack
22466,C737,Richard,3/28/2020,4/4/2020,7,Low,SKU071,31,180.98,0.07,5217.65,30,Delivery Truck,Jumbo Drum
22466,C737,John,3/28/2020,4/4/2020,7,Low,SKU586,40,10.31,0.02,404.15,1.79,Regular Air,Wrap Bag
34279,C400,Bob,3/28/2020,3/30/2020,2,Not Specified,SKU257,3,349.45,0.1,943.52,60,Delivery Truck,Jumbo Drum
26979,C762,Bob,3/28/2020,3/30/2020,2,Medium,SKU548,43,7.98,0.05,325.98,1.25,Regular Air,Wrap Bag
26979,C762,John,3/28/2020,3/30/2020,2,Medium,SKU1216,50,155.99,0.09,7097.54,8.08,Regular Air,Small Box
10439,C626,Bob,3/28/2020,3/30/2020,2,Not Specified,SKU383,41,18.94,0,776.54,1.49,Regular Air,Small Box
10439,C626,John,3/28/2020,3/30/2020,2,Not Specified,SKU980,30,17.98,0.02,528.61,4,Regular Air,Small Box
10439,C626,John,3/28/2020,3/29/2020,1,Not Specified,SKU519,27,2.89,0.09,71.01,0.5,Regular Air,Small Box
10439,C626,Richard,3/28/2020,3/30/2020,2,Not Specified,SKU199,46,4.48,0.01,204.02,7.24,Express Air,Small Box
32642,C199,Bob,3/29/2020,3/31/2020,2,Medium,SKU1034,50,28.48,0.02,1395.52,1.99,Regular Air,Small Pack
46787,C135,John,3/29/2020,3/31/2020,2,Medium,SKU705,28,6.48,0.1,163.3,9.17,Regular Air,Small Box
46787,C135,Richard,3/29/2020,3/31/2020,2,Medium,SKU756,32,22.99,0.07,684.18,8.99,Regular Air,Small Pack
10567,C730,Bob,3/29/2020,3/30/2020,1,High,SKU226,10,146.34,0.09,1331.69,43.75,Delivery Truck,Jumbo Box
29831,C679,Bob,3/29/2020,3/30/2020,1,Critical,SKU303,29,68.81,0,1995.49,60,Delivery Truck,Jumbo Drum
15104,C628,John,3/29/2020,4/1/2020,3,Medium,SKU446,23,4.82,0.09,100.88,1.49,Regular Air,Small Box
37895,C070,Bob,3/30/2020,4/2/2020,3,Critical,SKU588,14,21.98,0.1,276.95,8.32,Regular Air,Wrap Bag
11173,C354,Bob,3/30/2020,4/1/2020,2,Critical,SKU1008,37,5.98,0.08,203.56,3.85,Regular Air,Small Pack
20964,C590,Bob,3/30/2020,4/1/2020,2,Critical,SKU1256,11,65.99,0.04,696.85,8.99,Regular Air,Small Box
37124,C411,John,3/30/2020,4/1/2020,2,Low,SKU1074,33,699.99,0.1,20789.7,24.49,Regular Air,Large Box
49351,C539,Richard,3/30/2020,4/3/2020,4,Low,SKU772,27,3.98,0.06,101.01,0.83,Regular Air,Wrap Bag
55299,C619,Richard,3/30/2020,3/30/2020,0,Low,SKU849,20,1.14,0.09,20.75,0.7,Regular Air,Wrap Bag
15782,C378,John,3/30/2020,4/1/2020,2,High,SKU255,35,71.37,0.1,2248.16,69,Regular Air,Large Box
33284,C459,John,3/31/2020,4/2/2020,2,Low,SKU164,21,22.23,0.01,462.16,8.99,Regular Air,Small Pack
28835,C617,Bob,3/31/2020,4/2/2020,2,Not Specified,SKU929,1,178.47,0.08,164.19,19.99,Regular Air,Small Box
40839,C319,Bob,3/31/2020,4/1/2020,1,Medium,SKU1103,23,119.99,0.04,2649.38,56.14,Delivery Truck,Jumbo Box
50978,C168,Bob,3/31/2020,4/2/2020,2,High,SKU887,4,210.55,0.05,800.09,9.99,Regular Air,Small Box
21604,C486,John,4/1/2020,4/3/2020,2,Medium,SKU380,6,387.99,0.02,2281.38,19.99,Express Air,Small Box
47041,C186,Bob,4/1/2020,4/3/2020,2,Not Specified,SKU744,35,4.63,0.08,149.09,1.93,Regular Air,Wrap Bag
18208,C657,John,4/1/2020,4/3/2020,2,Not Specified,SKU492,34,5.68,0.06,181.53,1.39,Regular Air,Small Box
18208,C657,John,4/1/2020,4/3/2020,2,Not Specified,SKU746,36,2.28,0.08,75.51,5.2,Regular Air,Wrap Bag
8546,C582,Bob,4/1/2020,4/3/2020,2,High,SKU1056,4,10.01,0.03,38.84,1.99,Express Air,Small Pack
35045,C202,John,4/2/2020,4/4/2020,2,Medium,SKU961,44,13.48,0.1,533.81,4.51,Regular Air,Small Box
13633,C014,John,4/3/2020,4/4/2020,1,Not Specified,SKU032,18,150.98,0.09,2473.05,57.2,Delivery Truck,Jumbo Drum
13633,C014,Richard,4/3/2020,4/4/2020,1,Not Specified,SKU904,39,38.94,0.02,1488.29,35,Regular Air,Large Box
57894,C367,Bob,4/3/2020,4/5/2020,2,Low,SKU1115,47,306.14,0.09,13093.61,26.53,Delivery Truck,Jumbo Drum
33605,C392,Richard,4/3/2020,4/5/2020,2,Critical,SKU440,42,3.52,0.04,141.93,6.83,Regular Air,Small Box
52518,C659,John,4/3/2020,4/4/2020,1,Critical,SKU986,8,20.95,0.08,154.19,4,Regular Air,Small Box
15142,C522,John,4/4/2020,4/6/2020,2,Not Specified,SKU437,21,15.28,0.07,298.42,10.91,Regular Air,Small Box
7458,C420,Bob,4/4/2020,4/6/2020,2,Critical,SKU339,16,14.45,0.05,219.64,7.17,Regular Air,Small Box
7458,C420,John,4/4/2020,4/5/2020,1,Critical,SKU1040,46,10.97,0.01,499.57,6.5,Regular Air,Small Box
7458,C420,John,4/4/2020,4/6/2020,2,Critical,SKU974,9,39.48,0.06,334,1.99,Regular Air,Small Pack
194,C491,John,4/4/2020,4/6/2020,2,Medium,SKU188,49,7.28,0.1,321.05,7.98,Regular Air,Wrap Bag
194,C491,John,4/4/2020,4/6/2020,2,Medium,SKU885,6,3.14,0.04,18.09,1.92,Regular Air,Wrap Bag
21856,C708,Bob,4/5/2020,4/7/2020,2,Not Specified,SKU511,47,3.69,0.05,164.76,0.5,Regular Air,Small Box
21856,C708,Bob,4/5/2020,4/5/2020,0,Not Specified,SKU885,26,3.14,0.08,75.11,1.92,Regular Air,Wrap Bag
28868,C043,Bob,4/5/2020,4/6/2020,1,High,SKU727,30,6.48,0.05,184.68,8.73,Regular Air,Small Box
17986,C302,Bob,4/5/2020,4/7/2020,2,Not Specified,SKU377,43,2.08,0.05,84.97,1.49,Regular Air,Small Box
8005,C180,Bob,4/5/2020,4/7/2020,2,Critical,SKU404,24,34.54,0.1,746.06,14.72,Regular Air,Small Box
29411,C557,John,4/6/2020,4/7/2020,1,High,SKU311,29,2.22,0.07,59.87,5,Regular Air,Small Box
29411,C557,John,4/6/2020,4/7/2020,1,High,SKU467,33,15.67,0.02,506.77,1.39,Regular Air,Small Box
29411,C557,John,4/6/2020,4/6/2020,0,High,SKU1106,38,400.97,0.02,14932.12,48.26,Delivery Truck,Jumbo Box
29411,C557,John,4/6/2020,4/6/2020,0,High,SKU1137,45,23.99,0.04,1036.37,6.3,Regular Air,Medium Box
39143,C632,Bob,4/6/2020,4/6/2020,0,Not Specified,SKU006,46,150.98,0.05,6597.83,66.27,Delivery Truck,Jumbo Box
43364,C731,Bob,4/7/2020,4/10/2020,3,High,SKU486,21,23.99,0.04,483.64,6.71,Regular Air,Small Box
45635,C229,Bob,4/7/2020,4/16/2020,9,Low,SKU1036,50,43.98,0.1,1979.1,1.99,Regular Air,Small Pack
25793,C347,Bob,4/7/2020,4/9/2020,2,Low,SKU1223,27,155.99,0.04,4043.26,8.99,Regular Air,Small Box
4738,C211,Bob,4/7/2020,4/8/2020,1,High,SKU850,2,4.71,0.02,9.23,0.7,Regular Air,Wrap Bag
54370,C132,Bob,4/8/2020,4/8/2020,0,Not Specified,SKU1059,49,99.99,0,4899.51,19.99,Regular Air,Small Box
21605,C108,Bob,4/8/2020,4/10/2020,2,High,SKU066,32,60.98,0.08,1795.25,30,Delivery Truck,Jumbo Drum
21605,C108,Bob,4/8/2020,4/10/2020,2,High,SKU134,46,10.64,0.1,440.5,5.16,Regular Air,Small Box
16193,C289,Richard,4/9/2020,4/11/2020,2,Not Specified,SKU935,8,34.76,0,278.08,8.22,Regular Air,Small Box
16193,C289,Bob,4/9/2020,4/11/2020,2,Not Specified,SKU1195,29,55.99,0.07,1510.05,5,Regular Air,Small Pack
44386,C151,Richard,4/9/2020,4/11/2020,2,Medium,SKU434,27,4.91,0.1,119.31,4.97,Regular Air,Small Box
44386,C151,John,4/9/2020,4/11/2020,2,Medium,SKU1034,43,28.48,0.01,1212.39,1.99,Regular Air,Small Pack
46566,C593,John,4/9/2020,4/10/2020,1,Medium,SKU1004,49,31.11,0.07,1417.68,3.6,Regular Air,Small Pack
53574,C684,Richard,4/9/2020,4/10/2020,1,Medium,SKU894,8,80.98,0.03,628.4,35,Regular Air,Large Box
15236,C461,John,4/9/2020,4/10/2020,1,Not Specified,SKU415,33,10.91,0.06,338.43,2.99,Regular Air,Small Box
15236,C461,Bob,4/9/2020,4/11/2020,2,Not Specified,SKU147,30,12.07,0.01,358.48,6.2,Express Air,Wrap Bag
36132,C321,John,4/9/2020,4/14/2020,5,Low,SKU241,3,236.97,0.03,689.58,59.24,Delivery Truck,Jumbo Box
15687,C084,John,4/9/2020,4/12/2020,3,Critical,SKU012,48,70.98,0.08,3134.48,46.74,Delivery Truck,Jumbo Box
48293,C786,Bob,4/9/2020,4/10/2020,1,Critical,SKU465,47,7.64,0.03,348.31,1.39,Regular Air,Small Box
13894,C654,Bob,4/10/2020,4/11/2020,1,Medium,SKU810,31,2.94,0.04,87.49,0.81,Regular Air,Wrap Bag
13894,C654,John,4/10/2020,4/11/2020,1,Medium,SKU1185,50,35.99,0.05,1709.52,1.25,Regular Air,Small Pack
3205,C013,Richard,4/10/2020,4/10/2020,0,Low,SKU093,8,15.68,0.01,124.19,3.73,Regular Air,Small Pack
3205,C013,Richard,4/10/2020,4/14/2020,4,Low,SKU255,42,71.37,0.04,2877.64,69,Express Air,Large Box
27939,C117,John,4/10/2020,4/12/2020,2,Medium,SKU644,8,6.68,0,53.44,5.66,Regular Air,Small Box
56453,C240,Richard,4/11/2020,4/12/2020,1,Critical,SKU1096,1,2550.14,0,2550.14,29.7,Delivery Truck,Jumbo Drum
19044,C641,John,4/11/2020,4/13/2020,2,Low,SKU1090,32,150.98,0.08,4444.85,13.99,Regular Air,Medium Box
19044,C641,Bob,4/11/2020,4/18/2020,7,Low,SKU925,29,9.71,0.07,261.88,9.45,Regular Air,Small Box
59589,C486,Richard,4/11/2020,4/11/2020,0,Medium,SKU910,25,64.98,0.06,1527.03,6.88,Regular Air,Small Box
49062,C248,Richard,4/11/2020,4/18/2020,7,Low,SKU813,33,2.98,0,98.34,2.03,Regular Air,Wrap Bag
57767,C474,Bob,4/11/2020,4/13/2020,2,Critical,SKU1222,34,110.99,0.01,3735.92,8.99,Regular Air,Small Box
48128,C455,Richard,4/11/2020,4/12/2020,1,Medium,SKU1081,5,499.99,0.03,2424.95,24.49,Express Air,Large Box
52225,C194,Richard,4/12/2020,4/13/2020,1,Critical,SKU092,10,12.22,0.01,120.98,2.85,Regular Air,Small Pack
52225,C194,Bob,4/12/2020,4/13/2020,1,Critical,SKU661,33,54.96,0.06,1704.86,10.75,Regular Air,Small Box
18373,C773,John,4/12/2020,4/12/2020,0,Critical,SKU321,35,207.48,0.09,6608.24,0.99,Regular Air,Small Box
56418,C393,John,4/12/2020,4/13/2020,1,Critical,SKU935,47,34.76,0.09,1486.69,8.22,Regular Air,Small Box
45575,C263,Richard,4/12/2020,4/12/2020,0,Critical,SKU471,46,83.98,0.06,3631.3,5.01,Regular Air,Small Box
2052,C643,John,4/12/2020,4/14/2020,2,High,SKU343,23,4.13,0,94.99,5.34,Regular Air,Small Box
17702,C497,Bob,4/13/2020,4/13/2020,0,High,SKU982,9,27.48,0.02,242.37,4,Express Air,Small Box
52164,C393,Richard,4/13/2020,4/15/2020,2,Not Specified,SKU1161,30,65.99,0,1979.7,8.8,Regular Air,Small Box
17702,C497,John,4/13/2020,4/14/2020,1,High,SKU309,48,7.77,0.09,339.39,9.23,Regular Air,Small Box
24066,C296,John,4/13/2020,4/15/2020,2,High,SKU006,30,150.98,0.07,4212.34,66.27,Delivery Truck,Jumbo Box
39876,C376,Bob,4/13/2020,4/15/2020,2,High,SKU380,43,387.99,0.08,15348.88,19.99,Regular Air,Small Box
39876,C376,Bob,4/13/2020,4/15/2020,2,High,SKU431,46,18.99,0.05,829.86,5.23,Regular Air,Small Box
39876,C376,John,4/13/2020,4/15/2020,2,High,SKU221,41,124.49,0.04,4899.93,51.94,Delivery Truck,Jumbo Box
44422,C741,Bob,4/13/2020,4/15/2020,2,Medium,SKU270,1,10.89,0,10.89,4.5,Regular Air,Small Box
44422,C741,Bob,4/13/2020,4/15/2020,2,Medium,SKU371,36,8.69,0.08,287.81,2.99,Regular Air,Small Box
44422,C741,Bob,4/13/2020,4/15/2020,2,Medium,SKU1184,11,20.99,0.04,221.65,0.99,Regular Air,Wrap Bag
8450,C278,Bob,4/13/2020,4/15/2020,2,Not Specified,SKU269,24,54.48,0.02,1281.37,0.99,Regular Air,Small Box
8450,C278,John,4/13/2020,4/14/2020,1,Not Specified,SKU441,22,1.88,0.09,37.64,1.49,Regular Air,Small Box
51202,C377,Bob,4/13/2020,4/15/2020,2,High,SKU566,4,5.78,0.06,21.73,7.64,Regular Air,Small Box
51202,C377,Bob,4/13/2020,4/14/2020,1,High,SKU731,34,5.28,0.1,161.57,5.66,Regular Air,Small Box
38310,C345,Bob,4/14/2020,4/17/2020,3,High,SKU315,4,3.48,0.08,12.81,49,Regular Air,Large Box
59905,C196,John,4/14/2020,4/16/2020,2,High,SKU997,19,8.5,0.09,146.96,1.99,Regular Air,Small Pack
59905,C196,John,4/14/2020,4/16/2020,2,High,SKU569,6,7.4,0,44.4,1.71,Regular Air,Wrap Bag
59905,C196,Richard,4/14/2020,4/15/2020,1,High,SKU766,5,4.26,0.01,21.09,1.2,Express Air,Wrap Bag
52007,C018,Bob,4/14/2020,4/14/2020,0,Medium,SKU524,25,2.88,0.1,64.8,0.5,Regular Air,Small Box
52007,C018,John,4/14/2020,4/15/2020,1,Medium,SKU239,19,550.98,0.08,9631.13,45.7,Delivery Truck,Jumbo Box
56161,C248,Richard,4/14/2020,4/16/2020,2,High,SKU1069,38,39.99,0.02,1489.23,10.25,Express Air,Small Box
43043,C005,Richard,4/14/2020,4/16/2020,2,Critical,SKU298,4,225.04,0.07,837.15,11.79,Regular Air,Medium Box
8609,C659,Richard,4/14/2020,4/15/2020,1,Critical,SKU1196,4,20.99,0.04,80.6,2.5,Regular Air,Wrap Bag
1344,C381,Bob,4/15/2020,4/22/2020,7,Low,SKU1208,15,65.99,0.06,930.46,5.26,Regular Air,Small Box
1344,C381,John,4/15/2020,4/19/2020,4,Low,SKU1223,18,155.99,0.01,2779.74,8.99,Regular Air,Small Box
28871,C170,John,4/15/2020,4/15/2020,0,High,SKU1012,10,5.02,0.08,46.18,5.14,Regular Air,Small Pack
44071,C289,Richard,4/15/2020,4/16/2020,1,Not Specified,SKU376,19,5.99,0.08,104.71,4.92,Regular Air,Small Box
44071,C289,John,4/15/2020,4/16/2020,1,Not Specified,SKU1172,20,65.99,0,1319.8,8.99,Regular Air,Small Box
1826,C731,Bob,4/15/2020,4/16/2020,1,Not Specified,SKU564,5,4.98,0.09,22.66,4.75,Regular Air,Small Box
54183,C544,John,4/15/2020,4/17/2020,2,Critical,SKU1043,32,82.99,0.02,2602.57,5.5,Express Air,Small Box
54183,C544,John,4/15/2020,4/16/2020,1,Critical,SKU750,9,11.66,0.02,102.84,8.99,Regular Air,Small Pack
20615,C082,Richard,4/15/2020,4/16/2020,1,Medium,SKU598,29,4.76,0.02,135.28,3.01,Express Air,Wrap Bag
50982,C172,John,4/16/2020,4/17/2020,1,High,SKU527,23,3.75,0.05,81.94,0.5,Regular Air,Small Box
21638,C732,Richard,4/16/2020,4/17/2020,1,High,SKU688,13,30.98,0.03,390.66,8.74,Regular Air,Small Box
5028,C060,John,4/16/2020,4/18/2020,2,High,SKU121,10,7.7,0.06,72.38,3.68,Regular Air,Wrap Bag
25895,C122,Bob,4/17/2020,4/20/2020,3,Medium,SKU392,37,19.35,0.09,651.51,12.79,Regular Air,Small Box
22688,C513,Richard,4/17/2020,4/18/2020,1,Medium,SKU1142,40,65.99,0.1,2375.64,5.63,Regular Air,Small Box
24098,C272,Bob,4/17/2020,4/18/2020,1,Critical,SKU446,42,4.82,0.05,192.32,1.49,Regular Air,Small Box
24098,C272,Richard,4/17/2020,4/19/2020,2,Critical,SKU578,10,7.64,0.05,72.58,5.83,Regular Air,Wrap Bag
24098,C272,John,4/17/2020,4/18/2020,1,Critical,SKU1223,32,155.99,0.02,4891.85,8.99,Regular Air,Small Box
48742,C650,Bob,4/17/2020,4/19/2020,2,Not Specified,SKU383,42,18.94,0.03,771.62,1.49,Regular Air,Small Box
21253,C378,Bob,4/17/2020,4/18/2020,1,Medium,SKU470,5,83.93,0.04,402.86,19.99,Regular Air,Small Box
1221,C459,Richard,4/18/2020,4/18/2020,0,Not Specified,SKU358,1,8.6,0.06,8.08,6.19,Regular Air,Small Box
1221,C459,Richard,4/18/2020,4/20/2020,2,Not Specified,SKU391,11,896.99,0.03,9570.88,19.99,Regular Air,Small Box
1221,C459,Richard,4/18/2020,4/20/2020,2,Not Specified,SKU443,16,4.24,0.08,62.41,5.41,Regular Air,Small Box
35040,C346,John,4/18/2020,4/21/2020,3,Not Specified,SKU897,44,10.9,0.03,465.21,7.46,Regular Air,Small Box
45476,C064,Bob,4/18/2020,4/18/2020,0,Critical,SKU299,48,21.78,0.07,972.26,5.94,Regular Air,Medium Box
832,C024,John,4/18/2020,4/22/2020,4,Low,SKU685,7,6.48,0.02,44.45,5.9,Regular Air,Small Box
32386,C159,Bob,4/18/2020,4/20/2020,2,Critical,SKU1129,1,1938.02,0,1938.02,13.99,Regular Air,Medium Box
45315,C609,Bob,4/20/2020,4/21/2020,1,Medium,SKU935,32,34.76,0.02,1090.07,8.22,Regular Air,Small Box
8390,C261,Bob,4/21/2020,4/21/2020,0,Medium,SKU1028,24,30.98,0.08,684.04,4,Regular Air,Small Box
5986,C282,Richard,4/21/2020,4/21/2020,0,High,SKU268,48,120.98,0.08,5342.48,3.99,Regular Air,Small Box
5986,C282,Bob,4/21/2020,4/22/2020,1,High,SKU038,20,50.98,0.05,968.62,14.19,Delivery Truck,Jumbo Drum
5986,C282,Richard,4/21/2020,4/22/2020,1,High,SKU1029,41,4.89,0.03,194.48,4.93,Regular Air,Small Pack
5095,C458,John,4/21/2020,4/22/2020,1,High,SKU1236,7,125.99,0.01,873.11,8.8,Regular Air,Small Box
59395,C125,Richard,4/22/2020,4/24/2020,2,Critical,SKU617,20,48.04,0.06,903.15,7.23,Express Air,Small Box
35104,C089,Richard,4/22/2020,4/25/2020,3,High,SKU1024,1,29.99,0.04,28.79,5.5,Regular Air,Small Box
35104,C089,Richard,4/22/2020,4/24/2020,2,High,SKU181,18,19.94,0,358.92,14.87,Regular Air,Large Box
57638,C162,Richard,4/22/2020,4/24/2020,2,Low,SKU573,49,11.48,0.07,523.14,5.43,Regular Air,Small Box
57638,C162,Bob,4/22/2020,4/24/2020,2,Low,SKU881,49,2.08,0.08,93.77,2.56,Regular Air,Small Pack
39300,C259,John,4/22/2020,4/24/2020,2,High,SKU282,9,4.06,0.01,36.17,6.89,Regular Air,Small Box
57638,C162,Richard,4/22/2020,4/27/2020,5,Low,SKU240,35,217.85,0.09,6938.52,29.1,Delivery Truck,Jumbo Box
22183,C709,Bob,4/23/2020,4/24/2020,1,Medium,SKU816,30,5.84,0.06,164.69,1,Regular Air,Wrap Bag
45698,C361,Richard,4/23/2020,4/25/2020,2,High,SKU417,40,172.99,0.1,6227.64,19.99,Regular Air,Small Box
45698,C361,John,4/23/2020,4/26/2020,3,High,SKU556,36,7.28,0.04,251.6,4.23,Regular Air,Wrap Bag
51872,C704,Richard,4/23/2020,4/24/2020,1,Medium,SKU078,10,238.4,0.09,2169.44,24.49,Regular Air,Large Box
51872,C704,Richard,4/23/2020,4/25/2020,2,Medium,SKU1201,11,85.99,0,945.89,1.25,Express Air,Small Pack
51872,C704,Richard,4/23/2020,4/26/2020,3,Medium,SKU1247,37,155.99,0.06,5425.33,3.9,Regular Air,Small Box
8033,C536,John,4/24/2020,4/25/2020,1,High,SKU282,27,4.06,0.06,103.04,6.89,Regular Air,Small Box
12931,C243,John,4/24/2020,4/25/2020,1,Medium,SKU890,11,59.76,0.02,644.21,9.71,Regular Air,Small Box
46368,C188,John,4/24/2020,4/26/2020,2,High,SKU797,48,3.28,0,157.44,3.97,Regular Air,Wrap Bag
25478,C379,John,4/24/2020,4/24/2020,0,Critical,SKU1165,47,115.99,0.01,5397.01,2.5,Regular Air,Small Box
25478,C379,John,4/24/2020,4/26/2020,2,Critical,SKU853,50,6.08,0.09,276.64,1.82,Regular Air,Wrap Bag
23172,C023,John,4/24/2020,4/29/2020,5,Low,SKU1135,13,96.45,0.07,1166.08,13.99,Regular Air,Medium Box
4805,C769,Bob,4/24/2020,4/27/2020,3,Not Specified,SKU715,7,6.48,0.02,44.45,7.37,Regular Air,Small Box
29861,C098,Richard,4/25/2020,4/26/2020,1,Critical,SKU507,11,3.08,0.03,32.86,0.99,Regular Air,Small Box
52999,C276,John,4/25/2020,4/27/2020,2,Not Specified,SKU189,5,7.59,0.04,36.43,4,Express Air,Wrap Bag
