Order ID,Customer ID,SalesPerson,Order Date,Ship Date,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Shipping Amount,Ship Mode,Product Container
12613,C632,John,4/10/2018,4/13/2018,Medium,SKU370,3,3.36,0.08,6.27,Regular Air,Small Box
12613,C632,Richard,4/10/2018,4/11/2018,Medium,SKU405,28,59.78,0,10.29,Regular Air,Small Box
12613,C632,Bob,4/10/2018,4/11/2018,Medium,SKU092,18,12.22,0.04,2.85,Express Air,Small Pack
5472,C424,Richard,4/10/2018,4/12/2018,Low,SKU678,32,6.48,0,6.65,Regular Air,Small Box
5472,C424,John,4/10/2018,4/14/2018,Low,SKU961,27,13.48,0.09,4.51,Regular Air,Small Box
5472,C424,John,4/10/2018,4/12/2018,Low,SKU1175,12,115.99,0.09,5.92,Regular Air,Small Box
19296,C265,Richard,4/10/2018,4/12/2018,High,SKU788,43,1.68,0.04,1.57,Express Air,Wrap Bag
45158,C409,Bob,4/10/2018,4/12/2018,Low,SKU610,40,9.68,0.09,2.03,Regular Air,Wrap Bag
45158,C409,Richard,4/10/2018,4/15/2018,Low,SKU854,15,3.78,0.03,0.71,Express Air,Wrap Bag
45605,C580,John,4/10/2018,4/12/2018,Medium,SKU235,7,212.6,0.05,52.2,Delivery Truck,Jumbo Box
29121,C345,Bob,4/11/2018,4/13/2018,Medium,SKU1253,31,125.99,0.08,7.69,Regular Air,Small Box
3040,C774,John,4/11/2018,4/12/2018,Medium,SKU714,13,6.48,0.01,6.6,Express Air,Small Box
16643,C619,Richard,4/11/2018,4/15/2018,Low,SKU537,40,7.31,0.01,0.49,Regular Air,Small Box
16643,C619,Bob,4/11/2018,4/15/2018,Low,SKU579,46,10.06,0.06,2.06,Regular Air,Wrap Bag
55203,C562,John,4/11/2018,4/11/2018,Low,SKU1157,18,65.99,0.05,7.69,Regular Air,Small Box
7078,C629,John,4/11/2018,4/13/2018,High,SKU302,9,11.33,0.01,6.12,Regular Air,Medium Box
7078,C629,Bob,4/11/2018,4/12/2018,High,SKU370,11,3.36,0.1,6.27,Express Air,Small Box
7078,C629,Bob,4/11/2018,4/13/2018,High,SKU042,16,122.99,0.05,70.2,Delivery Truck,Jumbo Drum
7078,C629,Richard,4/11/2018,4/12/2018,High,SKU170,29,14.98,0.02,8.99,Express Air,Small Pack
52839,C137,Bob,4/11/2018,4/11/2018,High,SKU797,8,3.28,0.04,3.97,Regular Air,Wrap Bag
52839,C137,John,4/11/2018,4/12/2018,High,SKU1189,25,55.99,0.1,2.5,Regular Air,Small Pack
11456,C242,John,4/12/2018,4/19/2018,Low,SKU115,15,105.34,0.09,24.49,Regular Air,Large Box
56001,C021,Bob,4/12/2018,4/16/2018,Low,SKU715,17,6.48,0.08,7.37,Express Air,Small Box
20899,C062,Bob,4/12/2018,4/21/2018,Low,SKU661,9,54.96,0.04,10.75,Regular Air,Small Box
2272,C311,Bob,4/12/2018,4/12/2018,High,SKU235,39,212.6,0.08,52.2,Delivery Truck,Jumbo Box
45409,C190,Richard,4/12/2018,4/15/2018,Critical,SKU053,11,320.98,0.1,58.95,Delivery Truck,Jumbo Drum
45409,C190,Bob,4/12/2018,4/13/2018,Critical,SKU797,10,3.28,0.08,3.97,Regular Air,Wrap Bag
45409,C190,Richard,4/12/2018,4/15/2018,Critical,SKU1190,50,20.99,0,1.25,Regular Air,Small Pack
16932,C131,Bob,4/15/2018,4/16/2018,Critical,SKU645,25,5.78,0.09,8.09,Regular Air,Small Box
16932,C131,Bob,4/15/2018,4/15/2018,Critical,SKU832,20,6.7,0.09,1.56,Regular Air,Wrap Bag
22629,C708,John,4/15/2018,4/20/2018,Low,SKU1022,5,73.98,0.05,14.52,Regular Air,Small Box
37318,C559,Richard,4/15/2018,4/17/2018,Medium,SKU179,32,33.98,0.07,19.99,Regular Air,Small Box
37443,C500,Richard,4/15/2018,4/15/2018,Not Specified,SKU273,50,59.98,0.08,3.99,Regular Air,Small Box
37443,C500,Richard,4/15/2018,4/17/2018,Not Specified,SKU1162,21,115.99,0.01,2.5,Regular Air,Small Box
18465,C454,Bob,4/15/2018,4/17/2018,High,SKU953,12,64.65,0.05,35,Regular Air,Large Box
47524,C370,Bob,4/15/2018,4/15/2018,Medium,SKU604,40,6.45,0.08,1.34,Regular Air,Wrap Bag
54336,C019,Bob,4/15/2018,4/17/2018,Medium,SKU167,50,18.84,0.05,3.62,Regular Air,Wrap Bag
19559,C512,Richard,4/15/2018,4/17/2018,High,SKU582,31,8.34,0.01,4.82,Regular Air,Small Box
19559,C512,Bob,4/15/2018,4/16/2018,High,SKU1204,18,155.99,0.02,8.99,Express Air,Small Box
19559,C512,John,4/15/2018,4/18/2018,High,SKU1193,14,85.99,0.07,0.99,Express Air,Wrap Bag
47524,C370,Richard,4/15/2018,4/17/2018,Medium,SKU1001,8,35.77,0.1,9.02,Regular Air,Small Box
56321,C696,Bob,4/16/2018,4/18/2018,Critical,SKU449,24,5.8,0.1,5.59,Regular Air,Small Box
772,C586,Richard,4/16/2018,4/18/2018,High,SKU278,35,17.52,0.08,8.17,Regular Air,Medium Box
772,C586,John,4/16/2018,4/18/2018,High,SKU469,25,9.9,0.1,1.39,Regular Air,Small Box
23232,C605,Bob,4/16/2018,4/17/2018,High,SKU1000,15,39.98,0.03,7.12,Express Air,Small Box
23232,C605,John,4/16/2018,4/17/2018,High,SKU534,31,4.98,0.03,0.49,Regular Air,Small Box
23232,C605,Bob,4/16/2018,4/16/2018,High,SKU694,20,6.48,0.06,8.74,Regular Air,Small Box
6661,C174,Bob,4/16/2018,4/20/2018,Low,SKU1077,47,449.99,0.1,49,Delivery Truck,Jumbo Drum
6661,C174,John,4/16/2018,4/23/2018,Low,SKU160,39,19.23,0,6.15,Regular Air,Small Pack
38630,C790,John,4/17/2018,4/18/2018,Medium,SKU1231,13,195.99,0.07,3.99,Regular Air,Small Box
56992,C491,Richard,4/18/2018,4/18/2018,Not Specified,SKU680,10,30.98,0.1,17.08,Regular Air,Small Box
47078,C423,Bob,4/19/2018,4/19/2018,Medium,SKU515,18,4.91,0.06,0.5,Regular Air,Small Box
47078,C423,Richard,4/19/2018,4/20/2018,Medium,SKU549,43,6.04,0.01,2.14,Regular Air,Wrap Bag
47078,C423,John,4/19/2018,4/20/2018,Medium,SKU698,20,4.98,0.07,5.02,Regular Air,Small Box
4774,C468,John,4/19/2018,4/20/2018,Medium,SKU1051,4,32.98,0.08,5.5,Regular Air,Small Box
12451,C741,Bob,4/19/2018,4/21/2018,Low,SKU018,26,130.98,0.01,54.74,Delivery Truck,Jumbo Box
12451,C741,Bob,4/19/2018,4/21/2018,Low,SKU909,21,15.14,0.04,4.53,Express Air,Small Box
11841,C524,Bob,4/20/2018,4/22/2018,Medium,SKU661,44,54.96,0.1,10.75,Regular Air,Small Box
11841,C524,John,4/20/2018,4/20/2018,Medium,SKU831,46,11.97,0.07,5.81,Regular Air,Small Pack
38117,C543,Bob,4/20/2018,4/25/2018,Low,SKU927,28,15.7,0.01,11.25,Regular Air,Small Box
7910,C267,John,4/20/2018,4/23/2018,Critical,SKU205,41,45.98,0.01,4.8,Regular Air,Wrap Bag
7910,C267,Bob,4/20/2018,4/20/2018,Critical,SKU652,22,35.44,0.08,5.09,Regular Air,Small Box
40068,C367,Richard,4/20/2018,4/22/2018,Low,SKU072,1,160.98,0.02,30,Delivery Truck,Jumbo Drum
40068,C367,Richard,4/20/2018,4/24/2018,Low,SKU910,2,64.98,0.1,6.88,Regular Air,Small Box
40068,C367,Bob,4/20/2018,4/20/2018,Low,SKU231,24,348.21,0,40.19,Delivery Truck,Jumbo Box
9895,C004,John,4/20/2018,4/24/2018,Low,SKU764,9,5.85,0.05,2.27,Regular Air,Wrap Bag
11846,C444,John,4/20/2018,4/24/2018,Low,SKU977,49,152.48,0.03,4,Regular Air,Small Box
11846,C444,Bob,4/20/2018,4/27/2018,Low,SKU886,28,24.98,0.01,8.79,Express Air,Small Box
38944,C549,Richard,4/20/2018,4/21/2018,Medium,SKU1224,17,125.99,0.02,8.08,Regular Air,Small Box
38944,C549,Richard,4/20/2018,4/21/2018,Medium,SKU050,46,500.98,0.01,26,Delivery Truck,Jumbo Drum
38944,C549,John,4/20/2018,4/22/2018,Medium,SKU581,32,29.14,0.09,4.86,Regular Air,Wrap Bag
18758,C474,Richard,4/20/2018,4/22/2018,Not Specified,SKU182,20,102.3,0.09,21.26,Express Air,Large Box
57281,C037,Bob,4/20/2018,4/20/2018,High,SKU350,26,22.38,0.07,15.1,Regular Air,Small Box
57281,C037,Bob,4/20/2018,4/22/2018,High,SKU008,19,100.98,0.09,35.84,Delivery Truck,Jumbo Box
35142,C387,Bob,4/22/2018,4/24/2018,Low,SKU104,11,20.24,0.03,6.67,Regular Air,Small Pack
13088,C079,John,4/22/2018,4/24/2018,Not Specified,SKU280,46,3.25,0.08,49,Regular Air,Large Box
27687,C494,Bob,4/22/2018,4/24/2018,Medium,SKU456,38,7.1,0.1,6.05,Regular Air,Small Box
45412,C057,John,4/22/2018,4/23/2018,Medium,SKU1194,20,35.99,0.06,1.1,Regular Air,Small Box
13347,C788,Richard,4/23/2018,4/24/2018,Not Specified,SKU375,24,3.8,0.07,1.49,Express Air,Small Box
58854,C061,Richard,4/24/2018,4/25/2018,Critical,SKU023,35,170.98,0.03,35.89,Delivery Truck,Jumbo Box
58854,C061,John,4/24/2018,4/26/2018,Critical,SKU1138,10,20.99,0,4.81,Regular Air,Medium Box
47175,C370,Bob,4/25/2018,4/26/2018,Not Specified,SKU762,40,1.82,0.1,1,Regular Air,Wrap Bag
1058,C377,John,4/25/2018,4/26/2018,Medium,SKU1246,3,195.99,0.07,8.99,Regular Air,Small Box
47461,C160,Richard,4/25/2018,4/26/2018,High,SKU609,39,8.17,0.08,1.69,Regular Air,Wrap Bag
47461,C160,Richard,4/25/2018,4/26/2018,High,SKU371,34,8.69,0.08,2.99,Express Air,Small Box
47461,C160,Bob,4/25/2018,4/27/2018,High,SKU824,45,7.08,0.06,2.35,Regular Air,Wrap Bag
49989,C233,John,4/26/2018,4/27/2018,Not Specified,SKU995,6,300.97,0.04,7.18,Regular Air,Small Box
46624,C436,Richard,4/26/2018,4/27/2018,Not Specified,SKU523,28,4.13,0.07,0.5,Regular Air,Small Box
46624,C436,Bob,4/26/2018,4/28/2018,Not Specified,SKU647,12,4.28,0.09,6.72,Regular Air,Small Box
1383,C287,Richard,4/26/2018,4/27/2018,High,SKU900,43,415.88,0.07,11.37,Regular Air,Small Box
28512,C466,Bob,4/27/2018,4/28/2018,Medium,SKU985,11,30.73,0.09,4,Regular Air,Small Box
28512,C466,Bob,4/27/2018,4/29/2018,Medium,SKU732,10,19.98,0.1,5.77,Regular Air,Small Box
28512,C466,Richard,4/27/2018,4/29/2018,Medium,SKU952,18,419.19,0.05,19.99,Regular Air,Small Box
28643,C750,Richard,4/27/2018,4/28/2018,Not Specified,SKU362,16,41.94,0.09,2.99,Regular Air,Small Box
17090,C313,Richard,4/28/2018,4/30/2018,Low,SKU030,30,140.98,0.04,36.09,Delivery Truck,Jumbo Box
17090,C313,John,4/28/2018,5/3/2018,Low,SKU042,26,122.99,0.05,70.2,Delivery Truck,Jumbo Drum
14854,C647,Bob,4/28/2018,5/2/2018,Low,SKU962,24,16.91,0.07,6.25,Regular Air,Small Box
40678,C195,John,4/28/2018,5/5/2018,Low,SKU372,42,67.28,0.07,19.99,Regular Air,Small Box
5569,C289,Bob,4/29/2018,5/1/2018,Not Specified,SKU135,12,9.65,0.09,6.22,Regular Air,Small Box
21319,C165,Bob,4/29/2018,4/30/2018,Medium,SKU1077,5,449.99,0.01,49,Delivery Truck,Jumbo Drum
21319,C165,Richard,4/29/2018,5/2/2018,Medium,SKU958,11,14.98,0.03,7.69,Regular Air,Small Box
21319,C165,Richard,4/29/2018,4/30/2018,Medium,SKU215,42,23.99,0.04,15.68,Delivery Truck,Jumbo Drum
23394,C433,Richard,4/29/2018,4/30/2018,High,SKU438,45,2.08,0.01,1.49,Regular Air,Small Box
33857,C775,Bob,4/29/2018,4/30/2018,Critical,SKU606,18,7.04,0,2.17,Regular Air,Wrap Bag
38850,C176,John,4/29/2018,5/1/2018,Medium,SKU231,34,348.21,0.02,40.19,Delivery Truck,Jumbo Box
14855,C392,John,4/30/2018,5/2/2018,Not Specified,SKU356,44,3.58,0.06,5.47,Express Air,Small Box
14855,C392,John,4/30/2018,5/2/2018,Not Specified,SKU139,48,2.23,0.1,4.57,Regular Air,Small Pack
14855,C392,Bob,4/30/2018,5/2/2018,Not Specified,SKU221,19,124.49,0.01,51.94,Delivery Truck,Jumbo Box
28928,C581,Bob,4/30/2018,5/2/2018,Low,SKU273,3,59.98,0.02,3.99,Regular Air,Small Box
28928,C581,John,4/30/2018,4/30/2018,Low,SKU996,22,256.99,0.09,11.25,Regular Air,Small Box
28928,C581,Bob,4/30/2018,5/2/2018,Low,SKU1181,46,35.99,0.01,5,Regular Air,Wrap Bag
57766,C407,Richard,4/30/2018,5/3/2018,High,SKU502,17,30.53,0.05,19.99,Regular Air,Small Box
57092,C212,John,5/1/2018,5/2/2018,Critical,SKU1222,29,110.99,0.03,8.99,Regular Air,Small Box
43904,C532,John,5/1/2018,5/3/2018,Not Specified,SKU1056,43,10.01,0.08,1.99,Regular Air,Small Pack
43904,C532,John,5/1/2018,5/2/2018,Not Specified,SKU1253,30,125.99,0.01,7.69,Regular Air,Small Box
57857,C055,Richard,5/1/2018,5/1/2018,High,SKU085,18,18.65,0.1,3.77,Regular Air,Small Pack
29408,C568,Bob,5/2/2018,5/3/2018,Not Specified,SKU1103,44,119.99,0.07,56.14,Delivery Truck,Jumbo Box
34402,C551,Bob,5/2/2018,5/4/2018,High,SKU894,38,80.98,0.05,35,Regular Air,Large Box
34402,C551,John,5/2/2018,5/5/2018,High,SKU532,11,3.15,0.07,0.5,Express Air,Small Box
51488,C473,John,5/2/2018,5/3/2018,High,SKU285,31,50.98,0.03,13.66,Regular Air,Small Box
8131,C330,John,5/3/2018,5/3/2018,Critical,SKU1066,24,29.89,0.01,1.99,Regular Air,Small Pack
2656,C563,Richard,5/3/2018,5/4/2018,Critical,SKU249,3,159.31,0.05,60,Delivery Truck,Jumbo Drum
2656,C563,John,5/3/2018,5/5/2018,Critical,SKU1179,29,35.99,0.01,1.25,Regular Air,Small Pack
12900,C456,John,5/3/2018,5/4/2018,High,SKU190,50,12.64,0.08,4.98,Regular Air,Small Pack
12900,C456,Bob,5/3/2018,5/5/2018,High,SKU1115,18,306.14,0.08,26.53,Delivery Truck,Jumbo Drum
27776,C475,Richard,5/4/2018,5/8/2018,Low,SKU646,41,4.98,0.04,7.28,Express Air,Small Box
3012,C520,Richard,5/4/2018,5/6/2018,Critical,SKU460,41,2.78,0,1.49,Regular Air,Small Box
18946,C438,Richard,5/4/2018,5/4/2018,Critical,SKU706,32,6.48,0.07,10.05,Regular Air,Small Box
42912,C182,John,5/4/2018,5/6/2018,Not Specified,SKU951,4,11.35,0.05,8.6,Regular Air,Small Box
30243,C337,Richard,5/5/2018,5/7/2018,Critical,SKU293,44,60.22,0.09,3.5,Regular Air,Small Box
30243,C337,Bob,5/5/2018,5/7/2018,Critical,SKU1076,21,199.99,0.07,24.49,Regular Air,Large Box
34657,C290,John,5/5/2018,5/14/2018,Low,SKU491,46,30.98,0.04,19.51,Express Air,Small Box
8384,C523,Richard,5/5/2018,5/6/2018,High,SKU030,37,140.98,0.07,36.09,Delivery Truck,Jumbo Box
3621,C263,Richard,5/5/2018,5/6/2018,Medium,SKU490,14,5.58,0.06,5.3,Regular Air,Small Box
32099,C259,John,5/5/2018,5/5/2018,Not Specified,SKU614,41,12.28,0.08,6.47,Regular Air,Small Box
48832,C097,Bob,5/5/2018,5/5/2018,High,SKU074,48,90.98,0.02,30,Delivery Truck,Jumbo Drum
24515,C275,Richard,5/6/2018,5/8/2018,Critical,SKU1112,41,80.97,0.1,33.6,Delivery Truck,Jumbo Drum
25830,C415,Bob,5/6/2018,5/6/2018,Low,SKU282,5,4.06,0.1,6.89,Regular Air,Small Box
25830,C415,John,5/6/2018,5/11/2018,Low,SKU437,11,15.28,0.05,10.91,Regular Air,Small Box
31392,C304,John,5/6/2018,5/13/2018,Low,SKU695,21,6.48,0.1,5.16,Regular Air,Small Box
4004,C700,John,5/6/2018,5/9/2018,Medium,SKU733,14,4.84,0.1,0.71,Regular Air,Wrap Bag
4004,C700,John,5/6/2018,5/7/2018,Medium,SKU808,44,34.58,0.05,8.99,Regular Air,Small Pack
13351,C424,John,5/6/2018,5/7/2018,Medium,SKU1049,20,179.99,0.08,19.99,Regular Air,Small Box
31392,C304,Richard,5/6/2018,5/10/2018,Low,SKU954,44,78.8,0.1,35,Regular Air,Large Box
15778,C067,Bob,5/6/2018,5/8/2018,High,SKU422,9,3.98,0,5.26,Regular Air,Small Box
32743,C310,Richard,5/7/2018,5/9/2018,Critical,SKU320,19,177.98,0.01,0.99,Regular Air,Small Box
45766,C147,Bob,5/7/2018,5/9/2018,High,SKU177,37,63.94,0,14.48,Regular Air,Small Box
45766,C147,Bob,5/7/2018,5/8/2018,High,SKU1088,28,140.99,0.01,13.99,Regular Air,Medium Box
58150,C731,John,5/7/2018,5/7/2018,Critical,SKU429,24,2.16,0.03,6.05,Regular Air,Small Box
53572,C495,Richard,5/7/2018,5/8/2018,Medium,SKU466,17,11.09,0.07,5.25,Regular Air,Small Box
39265,C239,Bob,5/7/2018,5/8/2018,Critical,SKU796,47,4.28,0.02,0.94,Regular Air,Wrap Bag
22529,C791,John,5/7/2018,5/7/2018,Medium,SKU281,28,56.96,0.02,13.22,Regular Air,Small Box
7553,C769,Bob,5/7/2018,5/8/2018,Medium,SKU119,12,92.23,0.07,39.61,Regular Air,Medium Box
7553,C769,Bob,5/7/2018,5/10/2018,Medium,SKU647,3,4.28,0.04,6.72,Regular Air,Small Box
55107,C412,John,5/8/2018,5/13/2018,Low,SKU492,32,5.68,0.1,1.39,Regular Air,Small Box
41350,C268,John,5/8/2018,5/9/2018,Medium,SKU952,1,419.19,0.01,19.99,Regular Air,Small Box
16545,C131,Richard,5/9/2018,5/11/2018,Not Specified,SKU761,10,5.16,0.09,0.73,Regular Air,Wrap Bag
16545,C131,Bob,5/9/2018,5/11/2018,Not Specified,SKU865,1,3.68,0.04,1.32,Regular Air,Wrap Bag
44615,C251,Bob,5/9/2018,5/10/2018,Medium,SKU441,19,1.88,0.07,1.49,Regular Air,Small Box
13731,C763,Richard,5/9/2018,5/12/2018,Not Specified,SKU587,10,4.48,0.08,1.22,Regular Air,Wrap Bag
16326,C089,Bob,5/10/2018,5/12/2018,High,SKU974,39,39.48,0.03,1.99,Regular Air,Small Pack
16326,C089,John,5/10/2018,5/10/2018,High,SKU540,39,3.71,0.06,1.93,Regular Air,Wrap Bag
45632,C536,John,5/10/2018,5/11/2018,Not Specified,SKU122,50,8.34,0.02,0.96,Regular Air,Wrap Bag
2241,C681,John,5/10/2018,5/12/2018,Critical,SKU425,38,24.95,0.04,2.99,Regular Air,Small Box
24352,C758,Richard,5/10/2018,5/10/2018,Critical,SKU543,32,3.14,0.03,1.14,Regular Air,Wrap Bag
16641,C121,Richard,5/10/2018,5/11/2018,High,SKU246,33,44.43,0.03,46.59,Delivery Truck,Jumbo Box
58913,C680,John,5/11/2018,5/13/2018,Medium,SKU561,23,6.48,0.07,5.94,Regular Air,Small Box
56710,C380,Bob,5/11/2018,5/12/2018,Not Specified,SKU917,34,13.43,0.02,5.5,Regular Air,Small Box
56710,C380,John,5/11/2018,5/12/2018,Not Specified,SKU1237,16,65.99,0.08,3.99,Regular Air,Small Box
56710,C380,John,5/11/2018,5/13/2018,Not Specified,SKU981,6,30.98,0.08,6.5,Regular Air,Small Box
56710,C380,John,5/11/2018,5/13/2018,Not Specified,SKU1014,21,35.41,0.01,1.99,Regular Air,Small Pack
24356,C070,Richard,5/11/2018,5/13/2018,Medium,SKU045,37,350.99,0.06,39,Delivery Truck,Jumbo Drum
9857,C116,John,5/11/2018,5/13/2018,High,SKU481,16,162.93,0.1,19.99,Regular Air,Small Box
9857,C116,John,5/11/2018,5/11/2018,High,SKU088,49,13.79,0.06,8.78,Regular Air,Small Box
9857,C116,John,5/11/2018,5/13/2018,High,SKU1197,16,20.99,0.05,3.3,Regular Air,Small Pack
9857,C116,John,5/11/2018,5/13/2018,High,SKU1183,50,85.99,0.03,3.3,Regular Air,Small Pack
58371,C071,Richard,5/11/2018,5/13/2018,Medium,SKU386,5,420.98,0,19.99,Regular Air,Small Box
58371,C071,Bob,5/11/2018,5/12/2018,Medium,SKU702,44,6.48,0.02,9.68,Regular Air,Small Box
58371,C071,Richard,5/11/2018,5/13/2018,Medium,SKU768,48,36.55,0.07,13.89,Regular Air,Wrap Bag
28995,C337,John,5/12/2018,5/13/2018,High,SKU567,9,30.98,0,5.76,Regular Air,Small Box
28995,C337,Bob,5/12/2018,5/13/2018,High,SKU584,34,19.98,0.04,8.68,Regular Air,Small Box
41383,C293,Richard,5/12/2018,5/19/2018,Low,SKU362,36,41.94,0.04,2.99,Regular Air,Small Box
44480,C790,John,5/12/2018,5/14/2018,Medium,SKU661,25,54.96,0.1,10.75,Regular Air,Small Box
47842,C051,John,5/12/2018,5/12/2018,Medium,SKU670,50,4.28,0.06,5.74,Express Air,Small Box
41383,C293,John,5/12/2018,5/16/2018,Low,SKU081,38,70.98,0.03,59.81,Delivery Truck,Jumbo Drum
29120,C347,Richard,5/12/2018,5/14/2018,Low,SKU458,43,40.98,0.08,7.47,Regular Air,Small Box
29120,C347,Richard,5/12/2018,5/17/2018,Low,SKU011,21,70.98,0.05,26.74,Delivery Truck,Jumbo Box
12515,C534,Richard,5/13/2018,5/16/2018,Medium,SKU1215,16,125.99,0.08,5.99,Regular Air,Small Box
47012,C532,John,5/13/2018,5/17/2018,Low,SKU743,35,16.99,0.08,8.99,Express Air,Small Pack
1286,C461,Richard,5/13/2018,5/14/2018,Not Specified,SKU457,46,5.18,0.05,5.74,Regular Air,Small Box
1286,C461,Richard,5/13/2018,5/15/2018,Not Specified,SKU1183,14,85.99,0.06,3.3,Regular Air,Small Pack
43170,C095,Bob,5/13/2018,5/20/2018,Low,SKU1115,25,306.14,0.04,26.53,Delivery Truck,Jumbo Drum
43170,C095,Bob,5/13/2018,5/17/2018,Low,SKU680,40,30.98,0,17.08,Regular Air,Small Box
51073,C483,Richard,5/14/2018,5/16/2018,Not Specified,SKU086,17,136.98,0,24.49,Express Air,Large Box
51073,C483,John,5/14/2018,5/15/2018,Not Specified,SKU089,49,30.93,0,3.92,Regular Air,Small Pack
44229,C273,John,5/14/2018,5/14/2018,Medium,SKU733,39,4.84,0.02,0.71,Regular Air,Wrap Bag
22338,C094,Richard,5/14/2018,5/15/2018,Medium,SKU554,36,5.28,0.05,5.06,Regular Air,Small Box
22338,C094,Richard,5/14/2018,5/15/2018,Medium,SKU1001,24,35.77,0.09,9.02,Regular Air,Small Box
34337,C090,Richard,5/14/2018,5/15/2018,Medium,SKU171,36,99.23,0.04,8.99,Express Air,Small Pack
10502,C423,Richard,5/14/2018,5/15/2018,Not Specified,SKU057,33,243.98,0.1,43.32,Delivery Truck,Jumbo Drum
10502,C423,Richard,5/14/2018,5/16/2018,Not Specified,SKU159,36,25.38,0.04,8.99,Regular Air,Small Pack
9254,C181,Richard,5/14/2018,5/16/2018,Medium,SKU504,24,4.91,0.01,0.5,Express Air,Small Box
10981,C169,John,5/14/2018,5/16/2018,High,SKU863,41,1.86,0.09,2.58,Regular Air,Wrap Bag
10981,C169,Richard,5/14/2018,5/16/2018,High,SKU1243,33,125.99,0.04,8.99,Regular Air,Small Box
5703,C398,Richard,5/15/2018,5/16/2018,Medium,SKU614,29,12.28,0.06,6.47,Regular Air,Small Box
38372,C217,John,5/15/2018,5/16/2018,High,SKU610,33,9.68,0.07,2.03,Regular Air,Wrap Bag
38372,C217,John,5/15/2018,5/15/2018,High,SKU083,46,20.98,0,21.2,Regular Air,Medium Box
50087,C594,John,5/15/2018,5/17/2018,Not Specified,SKU835,17,3.29,0.03,1.35,Regular Air,Wrap Bag
36772,C286,Richard,5/15/2018,5/15/2018,Medium,SKU710,47,6.48,0.1,6.35,Regular Air,Small Box
36772,C286,Richard,5/15/2018,5/15/2018,Medium,SKU503,8,2.88,0.07,0.99,Regular Air,Small Box
36772,C286,John,5/15/2018,5/17/2018,Medium,SKU1104,16,808.49,0.09,55.3,Delivery Truck,Jumbo Drum
6438,C046,Richard,5/16/2018,5/16/2018,Not Specified,SKU110,7,9.77,0.02,6.02,Regular Air,Medium Box
6438,C046,John,5/16/2018,5/17/2018,Not Specified,SKU701,38,5.98,0.06,5.2,Regular Air,Small Box
22020,C322,Richard,5/17/2018,5/18/2018,Critical,SKU961,37,13.48,0.01,4.51,Regular Air,Small Box
14048,C580,Bob,5/17/2018,5/17/2018,Not Specified,SKU818,47,40.97,0.06,8.99,Regular Air,Small Pack
14048,C580,John,5/17/2018,5/19/2018,Not Specified,SKU968,5,101.41,0.06,35,Regular Air,Large Box
14048,C580,Bob,5/17/2018,5/19/2018,Not Specified,SKU1192,40,55.99,0.01,1.25,Regular Air,Small Pack
20132,C203,Richard,5/17/2018,5/24/2018,Low,SKU1099,30,270.97,0.01,28.06,Delivery Truck,Jumbo Drum
50594,C704,Richard,5/17/2018,5/19/2018,Low,SKU744,39,4.63,0.05,1.93,Regular Air,Wrap Bag
50594,C704,Richard,5/17/2018,5/26/2018,Low,SKU1161,48,65.99,0.01,8.8,Regular Air,Small Box
22501,C011,Bob,5/18/2018,5/19/2018,High,SKU465,2,7.64,0.04,1.39,Express Air,Small Box
31907,C677,Bob,5/18/2018,5/23/2018,Low,SKU1011,38,8.46,0,3.62,Regular Air,Small Pack
44519,C240,John,5/19/2018,5/20/2018,High,SKU428,48,4.57,0.03,5.42,Regular Air,Small Box
44519,C240,John,5/19/2018,5/20/2018,High,SKU478,34,10.67,0.07,1.39,Regular Air,Small Box
44519,C240,Richard,5/19/2018,5/20/2018,High,SKU1117,34,442.14,0.01,14.7,Delivery Truck,Jumbo Drum
56646,C245,Bob,5/19/2018,5/20/2018,Critical,SKU1211,41,125.99,0.04,2.5,Regular Air,Small Box
9249,C017,Bob,5/19/2018,5/20/2018,High,SKU742,46,3.57,0.01,4.17,Regular Air,Small Pack
9249,C017,Bob,5/19/2018,5/20/2018,High,SKU896,42,37.76,0.07,12.9,Regular Air,Small Box
9249,C017,Richard,5/19/2018,5/21/2018,High,SKU221,35,124.49,0.02,51.94,Delivery Truck,Jumbo Box
59651,C105,Richard,5/20/2018,5/22/2018,Critical,SKU382,36,8.04,0.08,8.94,Regular Air,Small Box
59651,C105,John,5/20/2018,5/22/2018,Critical,SKU139,18,2.23,0.04,4.57,Regular Air,Small Pack
46948,C546,John,5/20/2018,5/24/2018,Low,SKU462,10,6.54,0.1,5.27,Regular Air,Small Box
58725,C387,Richard,5/20/2018,5/21/2018,Not Specified,SKU464,39,8.74,0.05,8.29,Regular Air,Small Box
58725,C387,Richard,5/20/2018,5/21/2018,Not Specified,SKU606,20,7.04,0.03,2.17,Regular Air,Wrap Bag
3877,C596,Richard,5/20/2018,5/20/2018,Low,SKU617,14,48.04,0.02,7.23,Express Air,Small Box
59906,C467,Richard,5/20/2018,5/22/2018,High,SKU557,32,9.11,0.03,2.15,Regular Air,Wrap Bag
36102,C301,Bob,5/20/2018,5/21/2018,Not Specified,SKU147,36,12.07,0.03,6.2,Regular Air,Wrap Bag
3331,C568,Richard,5/20/2018,5/21/2018,High,SKU525,31,4.91,0.05,0.5,Regular Air,Small Box
20033,C345,Richard,5/21/2018,5/23/2018,Critical,SKU1081,5,499.99,0.04,24.49,Regular Air,Large Box
