Order ID,Customer ID,SalesPerson,Order Date,Ship Date,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Shipping Amount,Ship Mode,Product Container
58628,C234,Richard,3/24/2017,3/25/2017,Medium,SKU218,23,138.75,0.09,52.42,Delivery Truck,Jumbo Box
37794,C532,Richard,3/24/2017,3/26/2017,Low,SKU111,6,9.48,0.08,7.29,Regular Air,Small Pack
37794,C532,Bob,3/24/2017,3/28/2017,Low,SKU919,32,193.17,0.03,19.99,Regular Air,Small Box
38565,C416,John,3/25/2017,3/27/2017,Critical,SKU134,20,10.64,0.01,5.16,Express Air,Small Box
1892,C385,Bob,3/25/2017,3/29/2017,Low,SKU422,47,3.98,0.05,5.26,Regular Air,Small Box
1892,C385,John,3/25/2017,3/25/2017,Low,SKU712,9,6.48,0.01,5.4,Regular Air,Small Box
51266,C527,Bob,3/25/2017,3/27/2017,Not Specified,SKU1090,11,150.98,0.04,13.99,Regular Air,Medium Box
51266,C527,Richard,3/25/2017,3/25/2017,Not Specified,SKU558,30,18.97,0.01,9.03,Regular Air,Small Box
51266,C527,John,3/25/2017,3/26/2017,Not Specified,SKU653,23,12.28,0.03,4.86,Regular Air,Small Box
51266,C527,Richard,3/25/2017,3/27/2017,Not Specified,SKU773,46,34.99,0.05,7.73,Express Air,Small Box
323,C198,Richard,3/25/2017,3/27/2017,Critical,SKU492,20,5.68,0.07,1.39,Regular Air,Small Box
323,C198,Richard,3/25/2017,3/27/2017,Critical,SKU677,2,22.84,0.06,11.54,Regular Air,Small Box
10148,C160,John,3/25/2017,3/25/2017,Low,SKU009,27,500.98,0.02,41.44,Delivery Truck,Jumbo Box
51554,C474,Richard,3/26/2017,3/28/2017,Medium,SKU303,7,68.81,0.05,60,Delivery Truck,Jumbo Drum
51554,C474,Bob,3/26/2017,3/27/2017,Medium,SKU932,29,20.89,0.09,11.52,Regular Air,Small Box
3653,C485,John,3/26/2017,3/28/2017,Critical,SKU822,41,6.68,0.08,1.5,Regular Air,Wrap Bag
31174,C555,Richard,3/26/2017,3/26/2017,Not Specified,SKU298,20,225.04,0.07,11.79,Regular Air,Medium Box
31174,C555,John,3/26/2017,3/29/2017,Not Specified,SKU463,29,7.84,0.03,4.71,Regular Air,Small Box
46407,C636,Richard,3/26/2017,3/28/2017,Not Specified,SKU457,7,5.18,0.1,5.74,Regular Air,Small Box
32869,C161,Richard,3/27/2017,3/28/2017,Medium,SKU1017,41,8.12,0.06,2.83,Regular Air,Small Pack
32869,C161,Richard,3/27/2017,3/28/2017,Medium,SKU116,49,51.65,0.05,18.45,Regular Air,Medium Box
32869,C161,Bob,3/27/2017,3/28/2017,Medium,SKU822,2,6.68,0.01,1.5,Regular Air,Wrap Bag
32869,C161,John,3/27/2017,3/28/2017,Medium,SKU1141,39,175.99,0.1,8.99,Regular Air,Small Box
50816,C053,John,3/27/2017,3/29/2017,High,SKU326,25,11.97,0.07,4.98,Regular Air,Small Box
50816,C053,Richard,3/27/2017,3/29/2017,High,SKU426,26,28.53,0.03,1.49,Regular Air,Small Box
50816,C053,Richard,3/27/2017,3/29/2017,High,SKU1033,6,15.28,0.01,1.99,Regular Air,Small Pack
53953,C328,John,3/27/2017,3/28/2017,Not Specified,SKU575,36,8.95,0.07,2.01,Regular Air,Wrap Bag
22562,C364,Bob,3/27/2017,3/29/2017,Medium,SKU1124,46,213.45,0.08,14.7,Delivery Truck,Jumbo Drum
22562,C364,Richard,3/27/2017,3/29/2017,Medium,SKU615,31,55.98,0.1,13.88,Regular Air,Small Box
22562,C364,Richard,3/27/2017,3/28/2017,Medium,SKU934,3,16.06,0,8.34,Regular Air,Small Box
33319,C237,John,3/27/2017,3/30/2017,Not Specified,SKU043,11,150.89,0.01,60.2,Delivery Truck,Jumbo Drum
21633,C436,Richard,3/27/2017,3/28/2017,Medium,SKU161,29,18.7,0.08,8.99,Regular Air,Small Pack
28354,C207,Richard,3/27/2017,4/1/2017,Low,SKU1023,34,15.98,0.1,4,Regular Air,Small Box
39750,C006,John,3/27/2017,3/28/2017,High,SKU1091,7,17.98,0.01,8.51,Regular Air,Medium Box
9478,C612,Richard,3/28/2017,3/29/2017,High,SKU166,48,10.4,0.04,5.4,Regular Air,Small Pack
9478,C612,John,3/28/2017,3/30/2017,High,SKU675,48,4.28,0.08,4.79,Regular Air,Small Box
48357,C254,John,3/28/2017,3/28/2017,Not Specified,SKU1090,16,150.98,0.04,13.99,Regular Air,Medium Box
52576,C769,Richard,3/28/2017,3/28/2017,Low,SKU1113,10,90.97,0.03,14,Delivery Truck,Jumbo Drum
4516,C666,Bob,3/28/2017,3/29/2017,Medium,SKU565,42,6.68,0.05,6.93,Regular Air,Small Box
58116,C573,Richard,3/28/2017,3/29/2017,Critical,SKU049,6,25.98,0.01,14.36,Delivery Truck,Jumbo Drum
2144,C396,Bob,3/28/2017,3/28/2017,Medium,SKU1152,40,175.99,0.08,4.99,Regular Air,Small Box
58688,C310,John,3/29/2017,3/31/2017,Not Specified,SKU831,18,11.97,0.08,5.81,Regular Air,Small Pack
49125,C251,John,3/29/2017,3/31/2017,Not Specified,SKU566,29,5.78,0.05,7.64,Express Air,Small Box
16229,C580,Richard,3/29/2017,3/31/2017,High,SKU1202,19,35.99,0.05,3.3,Regular Air,Small Pack
16229,C580,Bob,3/29/2017,3/30/2017,High,SKU1054,27,40.98,0.04,6.5,Regular Air,Small Box
37859,C764,John,3/30/2017,4/1/2017,Critical,SKU612,2,11.34,0.01,5.01,Regular Air,Small Box
10949,C064,Bob,3/30/2017,3/31/2017,Medium,SKU1110,46,80.97,0.1,30.06,Delivery Truck,Jumbo Box
22755,C291,Bob,3/30/2017,3/31/2017,Medium,SKU336,35,4.91,0,5.68,Regular Air,Small Box
22755,C291,John,3/30/2017,4/1/2017,Medium,SKU451,45,5.34,0.04,2.99,Regular Air,Small Box
22755,C291,John,3/30/2017,4/1/2017,Medium,SKU1200,5,55.99,0.06,5,Regular Air,Small Pack
2915,C752,Bob,3/30/2017,4/3/2017,Low,SKU784,41,5.98,0.07,0.96,Regular Air,Wrap Bag
2915,C752,John,3/30/2017,4/4/2017,Low,SKU1046,23,39.98,0.01,4,Regular Air,Small Box
44772,C240,Bob,3/31/2017,4/2/2017,Not Specified,SKU1195,1,55.99,0.07,5,Express Air,Small Pack
29127,C743,Richard,3/31/2017,4/2/2017,Critical,SKU812,18,1.68,0.06,1,Regular Air,Wrap Bag
48035,C474,Bob,3/31/2017,4/1/2017,Critical,SKU1138,8,20.99,0.09,4.81,Express Air,Medium Box
42242,C747,John,4/1/2017,4/2/2017,Not Specified,SKU416,23,11.5,0.09,7.19,Express Air,Small Box
42242,C747,Bob,4/1/2017,4/2/2017,Not Specified,SKU994,15,100.97,0.1,7.18,Regular Air,Small Box
42242,C747,Bob,4/1/2017,4/2/2017,Not Specified,SKU1084,23,99.99,0.07,19.99,Regular Air,Small Box
17795,C776,Richard,4/1/2017,4/3/2017,Medium,SKU302,1,11.33,0.06,6.12,Regular Air,Medium Box
8295,C423,John,4/1/2017,4/3/2017,High,SKU1194,30,35.99,0.09,1.1,Regular Air,Small Box
8295,C423,Richard,4/1/2017,4/2/2017,High,SKU1211,7,125.99,0.01,2.5,Regular Air,Small Box
10978,C758,John,4/1/2017,4/2/2017,Critical,SKU066,9,60.98,0.06,30,Delivery Truck,Jumbo Drum
53281,C612,John,4/2/2017,4/4/2017,Critical,SKU054,40,355.98,0.08,58.92,Delivery Truck,Jumbo Drum
48518,C684,John,4/2/2017,4/4/2017,Medium,SKU580,17,37.94,0.1,5.08,Express Air,Wrap Bag
2754,C612,Richard,4/2/2017,4/4/2017,High,SKU318,16,90.24,0.04,0.99,Regular Air,Small Box
2754,C612,Richard,4/2/2017,4/4/2017,High,SKU658,11,47.9,0.09,5.86,Express Air,Small Box
22978,C051,John,4/2/2017,4/3/2017,Medium,SKU048,28,60.89,0.03,32.41,Delivery Truck,Jumbo Drum
44225,C582,Bob,4/3/2017,4/5/2017,High,SKU118,29,62.18,0,10.84,Regular Air,Medium Box
25475,C460,Bob,4/4/2017,4/4/2017,Critical,SKU722,49,6.48,0.06,7.49,Regular Air,Small Box
22371,C617,Richard,4/4/2017,4/5/2017,High,SKU397,8,7.38,0,11.51,Regular Air,Small Box
46436,C583,Bob,4/4/2017,4/11/2017,Low,SKU1191,46,35.99,0,0.99,Regular Air,Small Pack
42693,C205,Richard,4/4/2017,4/6/2017,High,SKU890,33,59.76,0.01,9.71,Regular Air,Small Box
13959,C023,Richard,4/4/2017,4/6/2017,Medium,SKU515,47,4.91,0.01,0.5,Regular Air,Small Box
13959,C023,Richard,4/4/2017,4/6/2017,Medium,SKU560,19,4,0.09,1.3,Express Air,Wrap Bag
36452,C274,Bob,4/5/2017,4/6/2017,High,SKU350,26,22.38,0.1,15.1,Regular Air,Small Box
36452,C274,Richard,4/5/2017,4/7/2017,High,SKU168,18,6.98,0.04,2.83,Regular Air,Small Pack
13765,C685,Bob,4/5/2017,4/7/2017,Not Specified,SKU768,45,36.55,0.1,13.89,Regular Air,Wrap Bag
50016,C322,Richard,4/5/2017,4/7/2017,High,SKU1193,15,85.99,0.05,0.99,Regular Air,Wrap Bag
10851,C362,Richard,4/6/2017,4/6/2017,High,SKU884,50,12.88,0.09,4.59,Regular Air,Wrap Bag
26918,C663,Bob,4/6/2017,4/15/2017,Low,SKU733,16,4.84,0.05,0.71,Regular Air,Wrap Bag
40544,C536,Bob,4/6/2017,4/8/2017,Low,SKU208,39,60.65,0.06,12.23,Regular Air,Medium Box
14114,C208,Richard,4/6/2017,4/6/2017,Critical,SKU838,29,2.18,0.03,1.38,Regular Air,Wrap Bag
42599,C022,John,4/6/2017,4/7/2017,Medium,SKU003,31,300.98,0.04,54.92,Delivery Truck,Jumbo Box
14114,C208,John,4/6/2017,4/8/2017,Critical,SKU023,38,170.98,0.01,35.89,Delivery Truck,Jumbo Box
14114,C208,Richard,4/6/2017,4/6/2017,Critical,SKU106,41,5.77,0.05,5.92,Regular Air,Medium Box
10851,C362,John,4/6/2017,4/7/2017,High,SKU1159,14,45.99,0.02,4.99,Express Air,Small Box
5921,C516,Bob,4/6/2017,4/13/2017,Low,SKU917,27,13.43,0.01,5.5,Express Air,Small Box
14530,C770,Bob,4/6/2017,4/8/2017,High,SKU916,17,89.83,0.06,35,Regular Air,Large Box
14530,C770,Bob,4/6/2017,4/8/2017,High,SKU917,49,13.43,0.1,5.5,Regular Air,Small Box
14530,C770,Richard,4/6/2017,4/6/2017,High,SKU1253,44,125.99,0.01,7.69,Regular Air,Small Box
35361,C176,Bob,4/6/2017,4/7/2017,Medium,SKU558,40,18.97,0.09,9.03,Express Air,Small Box
35361,C176,Richard,4/6/2017,4/7/2017,Medium,SKU582,37,8.34,0,4.82,Regular Air,Small Box
8994,C161,Bob,4/7/2017,4/9/2017,Low,SKU1021,36,40.48,0.1,19.99,Regular Air,Small Box
3777,C156,Bob,4/7/2017,4/8/2017,Medium,SKU158,14,17.67,0.06,8.99,Express Air,Small Pack
34432,C581,Richard,4/7/2017,4/8/2017,Not Specified,SKU510,20,12.53,0.08,0.5,Regular Air,Small Box
34432,C581,Bob,4/7/2017,4/8/2017,Not Specified,SKU929,3,178.47,0.02,19.99,Regular Air,Small Box
5509,C064,Richard,4/7/2017,4/12/2017,Low,SKU490,11,5.58,0.02,5.3,Regular Air,Small Box
5509,C064,John,4/7/2017,4/14/2017,Low,SKU131,21,40.89,0.03,18.98,Regular Air,Small Box
10277,C312,Bob,4/7/2017,4/8/2017,Medium,SKU1208,36,65.99,0,5.26,Regular Air,Small Box
31171,C587,Richard,4/8/2017,4/9/2017,Not Specified,SKU436,37,4.55,0.08,1.49,Regular Air,Small Box
12768,C440,John,4/8/2017,4/10/2017,Critical,SKU276,34,42.98,0.01,4.62,Express Air,Small Box
2722,C360,Bob,4/8/2017,4/12/2017,Low,SKU1057,46,40.97,0.06,1.99,Regular Air,Small Pack
1189,C003,Bob,4/8/2017,4/9/2017,Critical,SKU476,27,4.42,0,4.99,Regular Air,Small Box
13028,C723,Richard,4/8/2017,4/9/2017,Critical,SKU652,39,35.44,0.05,5.09,Regular Air,Small Box
36838,C487,John,4/8/2017,4/17/2017,Low,SKU526,3,6.3,0.06,0.5,Express Air,Small Box
39815,C658,John,4/9/2017,4/13/2017,Low,SKU1156,43,115.99,0.05,8.99,Regular Air,Small Box
40258,C536,Richard,4/9/2017,4/11/2017,Not Specified,SKU301,31,14.81,0.05,13.32,Regular Air,Small Box
40258,C536,Richard,4/9/2017,4/10/2017,Not Specified,SKU785,29,2.78,0.08,1.25,Regular Air,Wrap Bag
8646,C260,Richard,4/9/2017,4/11/2017,High,SKU310,8,4.48,0.03,49,Regular Air,Large Box
8646,C260,Richard,4/9/2017,4/11/2017,High,SKU045,41,350.99,0.06,39,Delivery Truck,Jumbo Drum
8646,C260,Bob,4/9/2017,4/11/2017,High,SKU1054,26,40.98,0.09,6.5,Express Air,Small Box
8646,C260,John,4/9/2017,4/10/2017,High,SKU257,29,349.45,0.09,60,Delivery Truck,Jumbo Drum
27491,C657,Richard,4/9/2017,4/11/2017,Not Specified,SKU497,11,90.48,0.04,19.99,Regular Air,Small Box
27491,C657,Bob,4/9/2017,4/10/2017,Not Specified,SKU110,36,9.77,0.02,6.02,Regular Air,Medium Box
27491,C657,John,4/9/2017,4/11/2017,Not Specified,SKU773,2,34.99,0.09,7.73,Regular Air,Small Box
11174,C280,Bob,4/9/2017,4/10/2017,Medium,SKU1235,30,125.99,0.07,7.69,Regular Air,Small Box
45120,C262,Richard,4/9/2017,4/10/2017,Critical,SKU1106,39,400.97,0.07,48.26,Delivery Truck,Jumbo Box
58914,C023,John,4/9/2017,4/11/2017,Low,SKU992,46,2.12,0.07,1.99,Regular Air,Small Pack
58914,C023,John,4/9/2017,4/16/2017,Low,SKU790,11,1.76,0.07,0.7,Regular Air,Wrap Bag
20838,C696,Richard,4/10/2017,4/11/2017,Not Specified,SKU801,5,3.28,0.05,3.97,Regular Air,Wrap Bag
20838,C696,John,4/10/2017,4/11/2017,Not Specified,SKU879,21,10.98,0.03,3.37,Regular Air,Small Pack
27456,C245,John,4/10/2017,4/11/2017,Not Specified,SKU324,29,328.14,0.05,91.05,Delivery Truck,Jumbo Drum
29219,C558,Richard,4/10/2017,4/11/2017,Not Specified,SKU824,29,7.08,0.04,2.35,Regular Air,Wrap Bag
43269,C348,John,4/10/2017,4/12/2017,Critical,SKU620,16,48.91,0,5.81,Regular Air,Small Box
43269,C348,John,4/10/2017,4/12/2017,Critical,SKU388,24,165.98,0.08,19.99,Regular Air,Small Box
51047,C257,Richard,4/10/2017,4/11/2017,Medium,SKU193,28,1.76,0.02,4.86,Express Air,Small Box
51047,C257,Richard,4/10/2017,4/11/2017,Medium,SKU130,38,41.47,0.03,34.2,Regular Air,Wrap Bag
19975,C262,John,4/10/2017,4/13/2017,Not Specified,SKU295,33,11.7,0.08,6.96,Regular Air,Medium Box
20519,C100,Richard,4/10/2017,4/11/2017,High,SKU1082,7,15.99,0.03,11.28,Regular Air,Medium Box
29284,C211,John,4/10/2017,4/12/2017,Medium,SKU232,20,400.98,0.01,42.52,Delivery Truck,Jumbo Box
36706,C098,John,4/11/2017,4/13/2017,Not Specified,SKU354,47,20.98,0.1,1.49,Regular Air,Small Box
36706,C098,Richard,4/11/2017,4/13/2017,Not Specified,SKU542,7,48.04,0.03,19.99,Regular Air,Small Box
56677,C660,Richard,4/11/2017,4/12/2017,High,SKU092,35,12.22,0,2.85,Regular Air,Small Pack
58279,C262,Bob,4/11/2017,4/11/2017,Medium,SKU444,44,30.56,0.03,2.99,Regular Air,Small Box
55040,C207,John,4/12/2017,4/14/2017,High,SKU956,8,35.51,0.05,6.31,Regular Air,Small Box
55040,C207,Richard,4/12/2017,4/12/2017,High,SKU873,24,8.34,0.1,2.64,Regular Air,Small Pack
55040,C207,Richard,4/12/2017,4/14/2017,High,SKU382,34,8.04,0.03,8.94,Regular Air,Small Box
55040,C207,Bob,4/12/2017,4/14/2017,High,SKU1096,2,2550.14,0.08,29.7,Delivery Truck,Jumbo Drum
9635,C036,Richard,4/13/2017,4/15/2017,Critical,SKU441,1,1.88,0.05,1.49,Regular Air,Small Box
44448,C627,John,4/13/2017,4/15/2017,Critical,SKU1016,28,33.98,0.02,1.99,Regular Air,Small Pack
55046,C741,John,4/13/2017,4/14/2017,Critical,SKU553,2,7.28,0.08,11.15,Express Air,Small Box
32999,C210,Richard,4/14/2017,4/19/2017,Low,SKU008,14,100.98,0.09,35.84,Delivery Truck,Jumbo Box
8422,C077,Bob,4/14/2017,4/15/2017,Medium,SKU247,18,296.18,0.06,54.12,Delivery Truck,Jumbo Box
8422,C077,Bob,4/14/2017,4/16/2017,Medium,SKU976,33,29.1,0.01,4,Express Air,Small Box
35041,C359,Bob,4/15/2017,4/15/2017,Not Specified,SKU385,28,15.16,0.01,15.09,Regular Air,Small Box
33220,C128,Richard,4/15/2017,4/15/2017,Not Specified,SKU329,49,70.97,0.09,3.5,Regular Air,Small Box
33220,C128,Richard,4/15/2017,4/18/2017,Not Specified,SKU082,40,19.98,0.1,10.49,Regular Air,Small Box
58818,C347,John,4/15/2017,4/16/2017,Critical,SKU1037,41,22.98,0.01,1.99,Regular Air,Small Pack
58818,C347,Richard,4/15/2017,4/17/2017,Critical,SKU059,20,226.67,0.1,28.16,Delivery Truck,Jumbo Drum
19584,C491,John,4/16/2017,4/17/2017,Critical,SKU1096,6,2550.14,0.05,29.7,Delivery Truck,Jumbo Drum
96,C436,Bob,4/16/2017,4/18/2017,High,SKU1233,37,125.99,0.01,8.99,Regular Air,Small Box
50337,C149,John,4/16/2017,4/17/2017,Not Specified,SKU460,37,2.78,0,1.49,Express Air,Small Box
50337,C149,John,4/16/2017,4/18/2017,Not Specified,SKU1096,6,2550.14,0.1,29.7,Delivery Truck,Jumbo Drum
30407,C594,John,4/17/2017,4/17/2017,Low,SKU952,41,419.19,0.02,19.99,Regular Air,Small Box
2756,C230,Bob,4/17/2017,4/18/2017,Critical,SKU990,25,55.94,0.06,4,Regular Air,Small Box
2756,C230,John,4/17/2017,4/17/2017,Critical,SKU506,42,6.3,0.07,0.5,Regular Air,Small Box
11013,C662,Richard,4/17/2017,4/18/2017,High,SKU1225,2,125.99,0.01,8.99,Regular Air,Small Box
54753,C161,Bob,4/18/2017,4/19/2017,Medium,SKU1247,36,155.99,0.06,3.9,Regular Air,Small Box
11553,C416,John,4/18/2017,4/19/2017,Medium,SKU926,28,52.99,0.1,19.99,Express Air,Small Box
11553,C416,Richard,4/18/2017,4/21/2017,Medium,SKU007,8,100.98,0.07,57.38,Delivery Truck,Jumbo Box
11553,C416,Richard,4/18/2017,4/20/2017,Medium,SKU1193,20,85.99,0.03,0.99,Regular Air,Wrap Bag
8259,C610,Bob,4/18/2017,4/18/2017,Medium,SKU047,25,89.99,0.09,42,Delivery Truck,Jumbo Drum
2817,C482,Bob,4/18/2017,4/19/2017,Medium,SKU995,14,300.97,0.1,7.18,Regular Air,Small Box
2817,C482,Bob,4/18/2017,4/20/2017,Medium,SKU211,40,39.89,0.06,3.04,Regular Air,Wrap Bag
4674,C152,Bob,4/18/2017,4/19/2017,Critical,SKU070,23,130.98,0.02,30,Delivery Truck,Jumbo Drum
994,C440,John,4/19/2017,4/23/2017,Low,SKU848,38,3.58,0.06,1.63,Regular Air,Wrap Bag
48135,C508,John,4/19/2017,4/21/2017,High,SKU1076,20,199.99,0.09,24.49,Express Air,Large Box
59745,C018,John,4/19/2017,4/21/2017,Not Specified,SKU387,36,525.98,0.09,19.99,Regular Air,Small Box
48135,C508,Bob,4/19/2017,4/19/2017,High,SKU158,40,17.67,0.02,8.99,Regular Air,Small Pack
30176,C031,Richard,4/19/2017,4/26/2017,Low,SKU126,30,79.52,0.01,48.2,Regular Air,Medium Box
53798,C441,Bob,4/19/2017,4/26/2017,Low,SKU307,29,78.65,0,13.99,Regular Air,Medium Box
53798,C441,John,4/19/2017,4/24/2017,Low,SKU042,41,122.99,0.08,70.2,Delivery Truck,Jumbo Drum
41474,C509,Bob,4/20/2017,4/22/2017,Not Specified,SKU008,35,100.98,0,35.84,Delivery Truck,Jumbo Box
41474,C509,John,4/20/2017,4/22/2017,Not Specified,SKU1018,50,4.77,0.09,2.39,Regular Air,Small Pack
49511,C277,Bob,4/20/2017,4/20/2017,High,SKU475,35,3.69,0.03,2.5,Express Air,Small Box
19367,C031,Bob,4/20/2017,4/22/2017,High,SKU498,20,5.98,0.09,2.5,Regular Air,Small Box
44834,C055,John,4/20/2017,4/20/2017,Medium,SKU732,13,19.98,0.1,5.77,Express Air,Small Box
44834,C055,John,4/20/2017,4/21/2017,Medium,SKU224,43,259.71,0.06,66.67,Delivery Truck,Jumbo Box
28736,C466,Richard,4/21/2017,4/21/2017,High,SKU622,26,40.99,0.06,17.48,Regular Air,Small Box
40997,C583,John,4/21/2017,4/21/2017,Low,SKU668,12,30.98,0.05,9.18,Express Air,Small Box
40997,C583,Richard,4/21/2017,4/28/2017,Low,SKU756,37,22.99,0.05,8.99,Regular Air,Small Pack
40997,C583,John,4/21/2017,4/23/2017,Low,SKU938,1,14.97,0.03,7.51,Regular Air,Small Box
40997,C583,Bob,4/21/2017,4/25/2017,Low,SKU235,33,212.6,0.04,110.2,Delivery Truck,Jumbo Box
56807,C686,Richard,4/21/2017,4/23/2017,High,SKU276,1,42.98,0.06,4.62,Regular Air,Small Box
35813,C771,Bob,4/21/2017,4/21/2017,Critical,SKU314,21,363.25,0.05,19.99,Express Air,Small Box
35813,C771,Bob,4/21/2017,4/21/2017,Critical,SKU189,21,7.59,0.06,4,Express Air,Wrap Bag
17315,C405,Richard,4/22/2017,4/26/2017,Low,SKU605,29,5.43,0.07,0.95,Regular Air,Wrap Bag
25927,C634,John,4/22/2017,4/24/2017,Medium,SKU751,43,22.01,0.08,5.53,Regular Air,Small Pack
25927,C634,John,4/22/2017,4/22/2017,Medium,SKU888,14,29.74,0.02,6.64,Regular Air,Small Box
13056,C627,Bob,4/22/2017,4/24/2017,Not Specified,SKU1025,33,100.98,0.05,7.18,Regular Air,Small Box
48257,C152,Bob,4/22/2017,4/26/2017,Low,SKU428,45,4.57,0.02,5.42,Regular Air,Small Box
9669,C155,Bob,4/22/2017,4/23/2017,Medium,SKU899,18,15.42,0.04,10.68,Express Air,Small Box
9665,C276,Bob,4/23/2017,4/23/2017,Low,SKU279,50,46.89,0.02,5.1,Regular Air,Medium Box
9665,C276,John,4/23/2017,4/25/2017,Low,SKU030,19,140.98,0.05,36.09,Delivery Truck,Jumbo Box
9665,C276,Richard,4/23/2017,4/25/2017,Low,SKU235,49,212.6,0.1,110.2,Delivery Truck,Jumbo Box
3808,C485,Richard,4/23/2017,4/23/2017,Critical,SKU500,2,2.89,0.08,0.49,Regular Air,Small Box
44517,C162,Bob,4/23/2017,4/24/2017,Medium,SKU671,5,5.28,0.03,5.61,Regular Air,Small Box
50625,C287,Richard,4/23/2017,4/24/2017,Medium,SKU524,10,2.88,0.08,0.5,Regular Air,Small Box
51943,C241,John,4/24/2017,4/25/2017,High,SKU583,11,9.06,0.04,9.86,Regular Air,Small Box
51943,C241,Bob,4/24/2017,4/25/2017,High,SKU395,13,14.27,0.04,7.27,Regular Air,Small Box
51943,C241,Bob,4/24/2017,4/27/2017,High,SKU525,28,4.91,0.03,0.5,Regular Air,Small Box
24870,C377,Richard,4/24/2017,4/26/2017,Low,SKU1014,38,35.41,0.03,1.99,Regular Air,Small Pack
24870,C377,Bob,4/24/2017,5/3/2017,Low,SKU933,45,142.86,0,19.99,Regular Air,Small Box
18336,C307,Bob,4/24/2017,4/24/2017,Not Specified,SKU800,1,2.88,0,0.7,Express Air,Wrap Bag
55459,C453,Richard,4/25/2017,4/27/2017,Critical,SKU700,5,22.84,0,8.18,Regular Air,Small Box
13606,C548,Bob,4/26/2017,4/28/2017,Not Specified,SKU740,34,3.38,0.07,0.85,Regular Air,Wrap Bag
34567,C430,Bob,4/26/2017,4/30/2017,Low,SKU041,18,180.98,0.03,26.2,Delivery Truck,Jumbo Drum
23042,C574,John,4/26/2017,4/27/2017,Medium,SKU952,20,419.19,0.04,19.99,Regular Air,Small Box
11712,C574,John,4/26/2017,4/28/2017,Low,SKU796,9,4.28,0.06,0.94,Regular Air,Wrap Bag
43330,C294,Richard,4/27/2017,4/28/2017,Not Specified,SKU1172,40,65.99,0.03,8.99,Regular Air,Small Box
29380,C045,Richard,4/27/2017,4/28/2017,Not Specified,SKU653,13,12.28,0.09,4.86,Regular Air,Small Box
14342,C219,Bob,4/27/2017,4/27/2017,Low,SKU995,38,300.97,0.09,7.18,Regular Air,Small Box
12642,C568,Richard,4/27/2017,4/29/2017,Critical,SKU345,10,58.1,0.09,1.49,Express Air,Small Box
12642,C568,Bob,4/27/2017,4/29/2017,Critical,SKU1000,14,39.98,0.01,7.12,Regular Air,Small Box
28839,C053,Bob,4/28/2017,4/30/2017,Low,SKU771,30,3.34,0.06,7.49,Express Air,Wrap Bag
23524,C674,Richard,4/28/2017,4/30/2017,High,SKU513,28,4.13,0.04,0.99,Express Air,Small Box
23524,C674,John,4/28/2017,4/30/2017,High,SKU660,46,55.48,0.06,14.3,Regular Air,Small Box
38501,C319,Bob,4/28/2017,4/29/2017,Critical,SKU623,11,6.48,0.05,6.22,Regular Air,Small Box
54595,C268,Richard,4/28/2017,4/30/2017,Medium,SKU873,30,8.34,0.02,2.64,Regular Air,Small Pack
54595,C268,Bob,4/28/2017,5/1/2017,Medium,SKU070,41,130.98,0.09,30,Delivery Truck,Jumbo Drum
44320,C668,Richard,4/29/2017,4/30/2017,Medium,SKU253,49,154.13,0.1,69,Regular Air,Large Box
55940,C353,Richard,4/29/2017,4/30/2017,Not Specified,SKU1025,29,100.98,0.03,7.18,Regular Air,Small Box
17669,C177,Richard,4/29/2017,4/30/2017,High,SKU928,32,34.76,0.04,5.49,Regular Air,Small Box
4514,C795,John,4/29/2017,4/30/2017,Medium,SKU1235,28,125.99,0.08,7.69,Regular Air,Small Box
45380,C144,Bob,4/30/2017,5/1/2017,Critical,SKU1161,34,65.99,0.06,8.8,Express Air,Small Box
45380,C144,Richard,4/30/2017,5/2/2017,Critical,SKU1221,24,195.99,0,4.2,Express Air,Small Box
41154,C649,Bob,4/30/2017,5/2/2017,Low,SKU807,43,21.98,0.02,2.87,Regular Air,Small Pack
31364,C088,Richard,5/1/2017,5/1/2017,Not Specified,SKU900,2,415.88,0.07,11.37,Regular Air,Small Box
15815,C551,Bob,5/1/2017,5/3/2017,Critical,SKU378,43,11.7,0.01,5.63,Regular Air,Small Box
15815,C551,John,5/1/2017,5/1/2017,Critical,SKU436,24,4.55,0.03,1.49,Regular Air,Small Box
13635,C625,John,5/1/2017,5/2/2017,Critical,SKU643,28,4.98,0.06,7.44,Regular Air,Small Box
13635,C625,John,5/1/2017,5/3/2017,Critical,SKU715,49,6.48,0.01,7.37,Regular Air,Small Box
10146,C280,Bob,5/1/2017,5/6/2017,Low,SKU172,19,34.23,0.1,5.02,Regular Air,Small Box
7431,C305,Bob,5/1/2017,5/2/2017,Medium,SKU139,33,2.23,0.03,4.57,Regular Air,Small Pack
39460,C713,Bob,5/2/2017,5/4/2017,Not Specified,SKU456,25,7.1,0.09,6.05,Regular Air,Small Box
39460,C713,Richard,5/2/2017,5/3/2017,Not Specified,SKU1211,19,125.99,0.02,2.5,Regular Air,Small Box
40998,C580,Bob,5/2/2017,5/3/2017,Medium,SKU1066,43,29.89,0.05,1.99,Regular Air,Small Pack
40998,C580,John,5/2/2017,5/4/2017,Medium,SKU560,39,4,0.08,1.3,Regular Air,Wrap Bag
